chapter,sense,lemma,sentence,sentence_start_char,sentence_end_char
12,TOUCH,caress,"I caressed him, and he wagged his great tail; but he looked an eerie creature to be alone with, and I could not tell whence he had come.",22064,22200
13,SIGHT,discern,"I discerned in the course of the morning that Thornfield Hall was a changed place: no longer silent as a church, it echoed every hour or two to a knock at the door, or a clang of the bell; steps, too, often traversed the hall, and new voices spoke in different keys below; a rill from the outer world was flowing through it; it had a master: for my part, I liked it better.",472,847
13,SOUND,echo,"I discerned in the course of the morning that Thornfield Hall was a changed place: no longer silent as a church, it echoed every hour or two to a knock at the door, or a clang of the bell; steps, too, often traversed the hall, and new voices spoke in different keys below; a rill from the outer world was flowing through it; it had a master: for my part, I liked it better.",472,847
13,SOUND,clang,"I discerned in the course of the morning that Thornfield Hall was a changed place: no longer silent as a church, it echoed every hour or two to a knock at the door, or a clang of the bell; steps, too, often traversed the hall, and new voices spoke in different keys below; a rill from the outer world was flowing through it; it had a master: for my part, I liked it better.",472,847
13,SOUND,voice,"I discerned in the course of the morning that Thornfield Hall was a changed place: no longer silent as a church, it echoed every hour or two to a knock at the door, or a clang of the bell; steps, too, often traversed the hall, and new voices spoke in different keys below; a rill from the outer world was flowing through it; it had a master: for my part, I liked it better.",472,847
13,SIGHT,look,"Adèle was not easy to teach that day; she could not apply: she kept running to the door and looking over the banisters to see if she could get a glimpse of Mr. Rochester; then she coined pretexts to go downstairs, in order, as I shrewdly suspected, to visit the library, where I knew she was not wanted; then, when I got a little angry, and made her sit still, she continued to talk incessantly of her “ami, Monsieur Edouard Fairfax _de_ Rochester,” as she dubbed him (I had not before heard his prenomens), and to conjecture what presents he had brought her: for it appears he had intimated the night before, that when his luggage came from Millcote, there would be found amongst it a little box in whose contents she had an interest.",847,1584
13,SIGHT,see,"Adèle was not easy to teach that day; she could not apply: she kept running to the door and looking over the banisters to see if she could get a glimpse of Mr. Rochester; then she coined pretexts to go downstairs, in order, as I shrewdly suspected, to visit the library, where I knew she was not wanted; then, when I got a little angry, and made her sit still, she continued to talk incessantly of her “ami, Monsieur Edouard Fairfax _de_ Rochester,” as she dubbed him (I had not before heard his prenomens), and to conjecture what presents he had brought her: for it appears he had intimated the night before, that when his luggage came from Millcote, there would be found amongst it a little box in whose contents she had an interest.",847,1584
13,SIGHT,glimpse,"Adèle was not easy to teach that day; she could not apply: she kept running to the door and looking over the banisters to see if she could get a glimpse of Mr. Rochester; then she coined pretexts to go downstairs, in order, as I shrewdly suspected, to visit the library, where I knew she was not wanted; then, when I got a little angry, and made her sit still, she continued to talk incessantly of her “ami, Monsieur Edouard Fairfax _de_ Rochester,” as she dubbed him (I had not before heard his prenomens), and to conjecture what presents he had brought her: for it appears he had intimated the night before, that when his luggage came from Millcote, there would be found amongst it a little box in whose contents she had an interest.",847,1584
13,SOUND,hear,"Adèle was not easy to teach that day; she could not apply: she kept running to the door and looking over the banisters to see if she could get a glimpse of Mr. Rochester; then she coined pretexts to go downstairs, in order, as I shrewdly suspected, to visit the library, where I knew she was not wanted; then, when I got a little angry, and made her sit still, she continued to talk incessantly of her “ami, Monsieur Edouard Fairfax _de_ Rochester,” as she dubbed him (I had not before heard his prenomens), and to conjecture what presents he had brought her: for it appears he had intimated the night before, that when his luggage came from Millcote, there would be found amongst it a little box in whose contents she had an interest.",847,1584
13,SIGHT,see,"Besides, the eccentricity of the proceeding was piquant: I felt interested to see how he would go on.",5895,5998
13,TOUCH,feel,"Besides, the eccentricity of the proceeding was piquant: I felt interested to see how he would go on.",5895,5998
13,SIGHT,light,"One gleam of light lifted into relief a half-submerged mast, on which sat a cormorant, dark and large, with wings flecked with foam; its beak held a gold bracelet set with gems, that I had touched with as brilliant tints as my palette could yield, and as glittering distinctness as my pencil could impart.",15566,15871
